"DateTime","Avian influenza[en]","Centers for Disease Control and Prevention[en]","Common cold[en]","Fever[en]","Influenza[en]","Main Page[en]","Pandemic[en]","West Nile virus[en]"
"2020-01-12 00:00:00",134,484,578,445,996,7564461,292,37
"2020-01-13 00:00:00",225,667,735,460,1785,8349854,432,59
"2020-01-14 00:00:00",264,673,744,554,1933,7842210,511,82
"2020-01-15 00:00:00",264,671,764,484,1843,7782378,484,71
"2020-01-16 00:00:00",219,665,797,530,1612,7837086,511,63
"2020-01-17 00:00:00",240,572,723,543,1412,6807286,525,63
"2020-01-18 00:00:00",395,623,569,404,1147,8168600,420,72
"2020-01-19 00:00:00",243,591,572,431,1040,7528439,396,49
"2020-01-20 00:00:00",613,711,1487,496,1653,9650736,967,66
"2020-01-21 00:00:00",1385,1309,1697,549,2732,8895704,2150,89
"2020-01-22 00:00:00",1599,1710,2016,643,3713,8818613,3440,74
"2020-01-23 00:00:00",2354,1665,2485,614,4689,8970294,5051,111
"2020-01-24 00:00:00",2648,1750,2527,620,5820,6843033,5757,108
"2020-01-25 00:00:00",2085,1355,2194,494,5196,7701640,4882,94
"2020-01-26 00:00:00",2117,1531,2405,561,5975,7174239,5712,93
"2020-01-27 00:00:00",3524,2342,3230,710,8732,7706462,8997,161
"2020-01-28 00:00:00",3760,2628,3502,803,9678,8248557,9001,189
"2020-01-29 00:00:00",3029,2265,3537,842,9740,7372502,7576,134
"2020-01-30 00:00:00",3152,2490,3972,887,11164,7964684,8879,128
"2020-01-31 00:00:00",5041,2289,4179,713,11605,7007515,8344,107
"2020-02-01 00:00:00",2522,1353,2567,508,5956,7747876,4173,107
"2020-02-02 00:00:00",2814,1263,2146,519,5573,7481468,5427,90
"2020-02-03 00:00:00",2965,1800,2839,748,7745,9419417,12074,124
"2020-02-04 00:00:00",2039,1777,2577,705,6918,9163990,9513,110
"2020-02-05 00:00:00",1589,1541,2272,697,6262,8455726,6097,98
"2020-02-06 00:00:00",1515,1473,2236,644,6526,7954899,4941,98
"2020-02-07 00:00:00",1644,1417,2135,648,5116,6656160,4442,85
"2020-02-08 00:00:00",1055,960,1550,484,3628,6844505,2779,95
"2020-02-09 00:00:00",1121,988,1516,530,3723,7244141,2858,64
"2020-02-10 00:00:00",1411,1384,2298,806,5465,8719888,4335,95
"2020-02-11 00:00:00",1328,1532,2228,708,5330,7361642,4265,103
"2020-02-12 00:00:00",1056,1396,1945,727,4428,8022761,3500,103
"2020-02-13 00:00:00",1011,1518,1862,748,4770,7666224,3961,122
"2020-02-14 00:00:00",840,1375,1571,634,3508,7126896,2920,67
"2020-02-15 00:00:00",518,919,1092,467,2526,7586937,1904,58
"2020-02-16 00:00:00",500,854,1065,533,2414,7174835,1801,72
"2020-02-17 00:00:00",750,1263,1432,788,3463,8665539,2418,73
"2020-02-18 00:00:00",743,1262,1443,720,4011,8385320,3173,75
"2020-02-19 00:00:00",640,1260,1430,723,3570,8351546,2507,64
"2020-02-20 00:00:00",582,1186,1358,654,3201,7546240,2167,86
"2020-02-21 00:00:00",598,1167,1397,565,3150,6437112,2706,76
"2020-02-22 00:00:00",520,1081,1028,477,2905,7439829,3983,52
"2020-02-23 00:00:00",648,1159,1150,512,4530,7041888,5901,56
"2020-02-24 00:00:00",1655,2040,2186,710,9963,8148980,24262,85
"2020-02-25 00:00:00",2353,3386,3150,850,13349,7918108,27898,111
"2020-02-26 00:00:00",2853,5395,3634,887,16420,7380743,24122,122
"2020-02-27 00:00:00",3133,6152,4242,920,18967,7410697,24042,136
"2020-02-28 00:00:00",3298,5190,4249,788,17606,7086059,21132,131
"2020-02-29 00:00:00",2227,3532,2695,620,7923,8158840,10268,99
"2020-03-01 00:00:00",1947,2925,2841,694,7145,8029021,8491,96
"2020-03-02 00:00:00",3374,4815,4624,1010,10888,8852652,14487,161
"2020-03-03 00:00:00",3205,4619,4509,1009,10098,8044624,14310,130
"2020-03-04 00:00:00",3012,3440,4239,950,9370,7646519,12517,100
"2020-03-05 00:00:00",2960,3683,4536,1056,9298,7310763,12117,126
"2020-03-06 00:00:00",3056,4565,4284,926,9113,6872275,11388,125
"2020-03-07 00:00:00",2118,3372,3623,713,6521,6926764,7760,122
"2020-03-08 00:00:00",2309,3200,3131,807,7401,6120104,7940,112
"2020-03-09 00:00:00",4742,4779,4901,1230,11426,8499533,20400,191
"2020-03-10 00:00:00",6123,5207,5349,1356,13037,8055791,22045,226
"2020-03-11 00:00:00",6957,6083,6129,1593,15318,7536689,177479,224
"2020-03-12 00:00:00",10098,8826,7750,2281,19695,7329167,151213,235
"2020-03-13 00:00:00",8727,9506,7404,2202,17935,7368934,71885,361
"2020-03-14 00:00:00",5246,6102,6027,1743,12860,7394414,36811,192
"2020-03-15 00:00:00",6103,5990,5572,1876,12836,7089646,33966,177
"2020-03-16 00:00:00",8285,9958,6775,2527,16845,7917581,46993,215
"2020-03-17 00:00:00",7026,7320,6333,2665,15564,7494529,40941,253
"2020-03-18 00:00:00",6564,6542,5871,2774,15787,7492420,40880,391
"2020-03-19 00:00:00",6138,6285,5716,2566,14842,6962972,37136,506
"2020-03-20 00:00:00",5404,5715,5145,2121,13903,6154869,33711,398
"2020-03-21 00:00:00",4303,4694,4283,1661,11402,6084405,26230,250
"2020-03-22 00:00:00",4308,4955,4189,1596,11632,5955316,25526,256
"2020-03-23 00:00:00",4541,5627,4810,1958,12148,6463227,29952,274
"2020-03-24 00:00:00",3990,5164,4133,2014,11651,6542040,27109,258
"2020-03-25 00:00:00",3567,4933,3882,2059,10789,6568133,24150,734
"2020-03-26 00:00:00",3559,5056,4144,1994,11305,6548113,22502,206
"2020-03-27 00:00:00",3390,4781,4738,1684,11183,5967582,21492,220
"2020-03-28 00:00:00",2758,3746,4120,1340,9121,6259516,16592,198
"2020-03-29 00:00:00",2979,4129,3316,1253,9283,6549004,16066,167
"2020-03-30 00:00:00",3049,4449,3248,1550,9823,7186552,17903,191
"2020-03-31 00:00:00",2900,4123,2921,1535,8938,6719605,16261,168
"2020-04-01 00:00:00",2720,4863,2911,1434,9167,6042869,16136,178
"2020-04-02 00:00:00",2719,4540,2842,1580,9049,6822419,16316,185
"2020-04-03 00:00:00",2541,4336,2773,1488,7812,6995857,15185,145
"2020-04-04 00:00:00",2261,3825,2385,1141,7253,7517485,12269,148
"2020-04-05 00:00:00",2110,3500,2488,1341,6985,7253825,11883,278
"2020-04-06 00:00:00",2528,4176,2716,1660,8047,7525026,13611,263
"2020-04-07 00:00:00",1808,3604,2496,1192,6388,7222198,12152,156
"2020-04-08 00:00:00",1845,3390,2259,1212,6037,8328936,11507,152
"2020-04-09 00:00:00",1678,3703,2407,1122,6033,7674755,10734,142
"2020-04-10 00:00:00",1729,3426,2034,871,5813,7042305,9632,122
"2020-04-11 00:00:00",1845,2605,1989,767,4921,7946762,8822,112
"2020-04-12 00:00:00",1808,2501,1952,794,4838,8462692,9041,121
"2020-04-13 00:00:00",2100,3520,2113,957,5231,9505711,10412,136
"2020-04-14 00:00:00",2011,3099,2124,974,5256,10216186,10568,186
"2020-04-15 00:00:00",1829,3613,2114,962,5174,9171650,10525,144
"2020-04-16 00:00:00",1858,3502,2242,953,5006,7612038,9837,133
"2020-04-17 00:00:00",1799,3295,2132,840,4901,6653437,9156,129
"2020-04-18 00:00:00",1449,2749,1879,637,4093,6789272,7399,121
"2020-04-19 00:00:00",1483,2661,1900,725,4340,6745780,7423,119
"2020-04-20 00:00:00",1630,2899,2343,898,4871,9355767,8549,133
"2020-04-21 00:00:00",1573,2861,2128,835,4957,7849062,8260,126
"2020-04-22 00:00:00",1503,3509,2067,939,5168,7452886,8225,136
"2020-04-23 00:00:00",1319,3364,2066,775,5129,8112723,8035,118
"2020-04-24 00:00:00",966,2626,1714,901,4428,8005898,9537,101
"2020-04-25 00:00:00",795,1841,1458,645,3483,7580425,5855,99
"2020-04-26 00:00:00",955,2107,1717,620,3667,7086496,6289,86
"2020-04-27 00:00:00",1092,2439,1936,769,4301,8503680,7688,107
"2020-04-28 00:00:00",1106,2465,1988,861,4342,7946303,7481,166
"2020-04-29 00:00:00",1043,2369,1814,828,4291,7071600,7293,118
"2020-04-30 00:00:00",940,2217,1619,697,3787,2892227,6507,117
"2020-05-01 00:00:00",846,2262,1250,601,3219,2747831,5835,93
"2020-05-02 00:00:00",745,2095,1124,522,2815,2515998,4732,84
"2020-05-03 00:00:00",706,1946,1090,536,2885,2645967,4846,87
"2020-05-04 00:00:00",1044,2641,1462,753,3476,3044094,6237,100
"2020-05-05 00:00:00",886,2479,1359,698,3550,2924384,6023,106
"2020-05-06 00:00:00",834,2361,1344,656,3309,3139409,6025,98
"2020-05-07 00:00:00",845,2635,1256,687,3298,2906016,5920,111
"2020-05-08 00:00:00",758,2282,1086,626,2972,2747622,5986,80
"2020-05-09 00:00:00",565,1565,931,648,2318,2578141,4016,49
"2020-05-10 00:00:00",713,1691,967,476,2437,2591401,4561,93
"2020-05-11 00:00:00",837,1955,1263,716,3182,3044373,5795,84
"2020-05-12 00:00:00",727,2210,1171,737,3003,2967381,5489,109
"2020-05-13 00:00:00",908,1993,1205,644,2935,2868007,5315,100
"2020-05-14 00:00:00",809,2002,1646,614,3319,2783222,5523,114
"2020-05-15 00:00:00",742,1818,1291,622,2768,2668109,4631,145
"2020-05-16 00:00:00",537,1459,981,466,2215,2465663,3574,98
"2020-05-17 00:00:00",595,1679,885,474,2214,2512008,3882,78
"2020-05-18 00:00:00",676,2473,1229,623,2662,2949281,4626,87
"2020-05-19 00:00:00",674,1925,1099,668,2540,2825149,4280,97
"2020-05-20 00:00:00",570,2154,985,608,2428,2791397,4322,68
"2020-05-21 00:00:00",643,7670,979,616,2310,2648069,4776,73
"2020-05-22 00:00:00",522,3144,958,556,2175,2577985,3733,77
"2020-05-23 00:00:00",429,1414,709,373,1657,2336433,2911,65
"2020-05-24 00:00:00",436,1256,771,380,1726,2210792,2993,80
"2020-05-25 00:00:00",470,1561,844,504,1902,2409421,3786,60
"2020-05-26 00:00:00",631,1704,919,554,2208,2630206,3858,87
"2020-05-27 00:00:00",576,1631,814,599,2102,2729138,3952,83
"2020-05-28 00:00:00",470,1499,869,602,2176,2724490,3983,117
"2020-05-29 00:00:00",411,1284,743,487,1674,2588333,3272,64
"2020-05-30 00:00:00",441,888,542,461,1422,2444823,2634,55
"2020-05-31 00:00:00",359,845,579,447,1319,2559609,2564,44
"2020-06-01 00:00:00",408,1007,692,562,1560,2881122,2998,63
"2020-06-02 00:00:00",405,931,639,607,1473,2831477,3016,86
"2020-06-03 00:00:00",388,1145,701,566,1568,2708134,2923,61
"2020-06-04 00:00:00",402,988,669,507,1506,2755232,2806,80
"2020-06-05 00:00:00",374,876,630,453,1341,2672996,2800,109
"2020-06-06 00:00:00",314,686,572,377,1110,2554801,2249,77
"2020-06-07 00:00:00",339,695,541,394,1144,2554136,2633,64
"2020-06-08 00:00:00",379,884,633,539,1500,2903606,3104,84
"2020-06-09 00:00:00",413,961,690,527,1483,2853181,3066,97
"2020-06-10 00:00:00",371,952,678,538,1388,2812690,2949,95
"2020-06-11 00:00:00",346,832,642,463,1365,2689916,2729,143
"2020-06-12 00:00:00",356,800,567,469,1292,2602926,2616,100
"2020-06-13 00:00:00",280,643,409,371,1076,2428164,2044,60
"2020-06-14 00:00:00",312,728,482,395,1058,2417146,2225,61
"2020-06-15 00:00:00",338,1066,615,490,1442,2878336,2810,73
"2020-06-16 00:00:00",334,901,651,464,1412,2785232,2797,77
"2020-06-17 00:00:00",312,805,589,477,1398,2621546,2690,90
"2020-06-18 00:00:00",330,867,661,532,1420,2652357,2985,82
"2020-06-19 00:00:00",282,779,559,454,1312,2566025,2498,105
"2020-06-20 00:00:00",245,646,444,397,1054,2373441,2019,74
"2020-06-21 00:00:00",269,648,498,363,1150,2425660,2030,77
"2020-06-22 00:00:00",353,878,614,475,1510,2793838,2796,87
"2020-06-23 00:00:00",319,990,637,500,1448,2742846,2514,75
"2020-06-24 00:00:00",310,860,623,467,1411,2730252,2617,76
"2020-06-25 00:00:00",283,1000,706,439,1461,2651975,2706,57
"2020-06-26 00:00:00",296,1082,568,464,1344,2535443,2538,73
"2020-06-27 00:00:00",242,808,489,354,1145,2416361,2139,48
"2020-06-28 00:00:00",299,751,506,390,1159,2391277,2303,57
"2020-06-29 00:00:00",368,1021,720,460,1585,2869447,3003,86
"2020-06-30 00:00:00",719,1107,758,434,1928,2705421,3099,92
"2020-07-01 00:00:00",468,997,724,480,1524,2703896,2600,49
"2020-07-02 00:00:00",412,956,741,471,1471,2648654,2612,72
"2020-07-03 00:00:00",342,801,616,385,1307,2382682,2247,52
"2020-07-04 00:00:00",204,681,506,358,983,2286473,1848,39
"2020-07-05 00:00:00",232,724,503,350,1032,2311796,1882,89
"2020-07-06 00:00:00",340,971,727,515,1407,2862324,3125,75
"2020-07-07 00:00:00",297,1107,745,499,1357,2859000,2988,161
"2020-07-08 00:00:00",361,1327,769,497,1448,2764691,2930,125
"2020-07-09 00:00:00",304,1434,771,474,1480,2659835,2825,84
"2020-07-10 00:00:00",270,1367,676,443,1354,2564948,2673,78
"2020-07-11 00:00:00",232,792,558,351,1070,2367095,1930,92
"2020-07-12 00:00:00",245,940,592,363,1063,2398372,2080,68
"2020-07-13 00:00:00",321,1466,1048,484,1601,2865682,2719,76
"2020-07-14 00:00:00",352,1914,1064,556,1611,2741895,2978,86
"2020-07-15 00:00:00",313,4532,998,475,1550,2759966,2840,101
"2020-07-16 00:00:00",314,3531,833,483,1448,2610385,2701,161
"2020-07-17 00:00:00",284,2398,900,449,1479,2480973,2562,103
"2020-07-18 00:00:00",251,1799,637,329,1145,2427360,2011,67
"2020-07-19 00:00:00",271,1528,671,380,1202,2401297,2139,79
"2020-07-20 00:00:00",391,1607,955,519,1557,2853333,2658,84
"2020-07-21 00:00:00",306,1478,842,443,1449,2737296,2423,76
"2020-07-22 00:00:00",345,1264,844,460,1545,2661912,2438,75
"2020-07-23 00:00:00",336,1237,785,420,1492,2561885,2488,92
"2020-07-24 00:00:00",291,1346,734,386,1350,2419800,2389,85
"2020-07-25 00:00:00",211,823,563,340,1000,2345300,1891,48
"2020-07-26 00:00:00",253,765,505,412,1058,2336852,1887,61
"2020-07-27 00:00:00",339,1076,724,441,1408,2793841,2628,112
"2020-07-28 00:00:00",295,1237,737,415,1390,2649265,2548,114
"2020-07-29 00:00:00",350,1146,673,468,1397,2572742,2495,94
"2020-07-30 00:00:00",347,1085,631,435,1345,2433774,2370,110
"2020-07-31 00:00:00",308,992,617,381,1226,2325874,2090,96
"2020-08-01 00:00:00",233,774,505,340,931,2233648,1701,67
"2020-08-02 00:00:00",254,774,538,316,1038,2279126,1865,80
"2020-08-03 00:00:00",325,1041,731,402,1429,2613960,2434,62
"2020-08-04 00:00:00",299,932,732,368,1420,2755678,2416,107
"2020-08-05 00:00:00",293,832,760,442,1419,2916710,2343,106
"2020-08-06 00:00:00",303,859,714,420,1307,2596927,2115,92
"2020-08-07 00:00:00",291,767,651,354,1113,2395403,2052,75
"2020-08-08 00:00:00",197,584,490,344,931,2208822,1614,105
"2020-08-09 00:00:00",242,685,548,331,1088,2361481,1746,82
"2020-08-10 00:00:00",303,915,727,404,1363,2736912,2327,89
"2020-08-11 00:00:00",339,892,816,451,1458,2677409,2758,124
"2020-08-12 00:00:00",315,814,829,412,1318,2595625,2198,180
"2020-08-13 00:00:00",284,935,759,399,1276,2582128,2283,215
"2020-08-14 00:00:00",287,804,657,387,1196,2429872,1942,188
"2020-08-15 00:00:00",220,596,481,335,882,2429347,1546,125
"2020-08-16 00:00:00",205,641,432,341,890,2376171,1687,109
"2020-08-17 00:00:00",273,815,676,449,1368,2778124,2073,124
"2020-08-18 00:00:00",298,811,666,456,1348,2694822,2171,106
"2020-08-19 00:00:00",294,789,676,426,1439,2657961,2164,169
"2020-08-20 00:00:00",277,798,619,407,1200,2570669,2010,118
"2020-08-21 00:00:00",259,725,571,374,1098,2521507,2042,210
"2020-08-22 00:00:00",191,593,447,320,985,2544363,1637,113
"2020-08-23 00:00:00",223,585,586,357,1069,2439902,1646,127
"2020-08-24 00:00:00",250,848,762,430,1400,2812601,2071,115
"2020-08-25 00:00:00",254,894,770,448,1381,2621719,2159,158
"2020-08-26 00:00:00",244,1243,659,469,1255,2640373,2138,154
"2020-08-27 00:00:00",243,1272,610,424,1230,3215737,2049,113
"2020-08-28 00:00:00",238,960,574,373,1127,3577155,1890,96
"2020-08-29 00:00:00",206,650,494,331,957,2632941,1539,83
"2020-08-30 00:00:00",171,1307,539,331,1045,2007742,1519,80
"2020-08-31 00:00:00",235,2327,673,431,1454,2591383,2072,116
"2020-09-01 00:00:00",248,1613,676,415,1262,2589972,2228,86
"2020-09-02 00:00:00",228,1632,705,488,1331,2582441,2076,128
"2020-09-03 00:00:00",258,1541,669,460,1299,2511354,2065,72
"2020-09-04 00:00:00",233,1065,616,440,1164,2332747,1809,87
"2020-09-05 00:00:00",154,697,450,321,846,2204496,1373,60
"2020-09-06 00:00:00",157,659,494,357,928,2169399,1558,63
"2020-09-07 00:00:00",254,815,702,456,1233,2521999,1843,84
"2020-09-08 00:00:00",255,1006,735,537,1446,2533672,2153,83
"2020-09-09 00:00:00",235,953,799,459,1507,2567720,2077,88
"2020-09-10 00:00:00",298,1058,774,476,1542,2510158,2217,99
"2020-09-11 00:00:00",263,873,693,450,1470,2380797,1947,143
"2020-09-12 00:00:00",194,626,555,344,1029,2197449,1429,108
"2020-09-13 00:00:00",231,772,538,344,1032,2241693,1537,75
"2020-09-14 00:00:00",264,1049,773,506,1410,2670719,2158,104
"2020-09-15 00:00:00",298,1157,712,483,1566,2625109,2024,84
"2020-09-16 00:00:00",308,1198,796,446,1549,2594992,2094,206
"2020-09-17 00:00:00",258,1622,858,463,1653,2507812,2182,116
"2020-09-18 00:00:00",279,1226,724,455,1509,2434536,2094,106
"2020-09-19 00:00:00",195,762,525,341,1007,2339460,1632,76
"2020-09-20 00:00:00",199,681,582,348,1058,2314058,1691,67
"2020-09-21 00:00:00",281,1427,905,487,1707,2801083,2232,86
"2020-09-22 00:00:00",274,1755,867,494,1815,2723628,2309,86
"2020-09-23 00:00:00",297,1494,825,517,1774,2675120,2159,77
"2020-09-24 00:00:00",223,1121,730,481,1614,2553570,2186,62
"2020-09-25 00:00:00",268,1037,766,455,1555,2430351,2238,80
"2020-09-26 00:00:00",186,672,569,324,1133,2278832,1862,56
"2020-09-27 00:00:00",207,699,618,324,1145,2277963,1875,45
"2020-09-28 00:00:00",274,1062,774,463,1727,2794546,2506,79
"2020-09-29 00:00:00",333,1062,886,486,1961,2679661,2757,73
"2020-09-30 00:00:00",298,947,792,532,1505,2606354,2007,76
"2020-10-01 00:00:00",282,900,744,459,1410,2545795,1846,69
"2020-10-02 00:00:00",293,864,781,452,1428,2388507,1814,51
"2020-10-03 00:00:00",241,576,624,560,1173,2223251,1559,43
"2020-10-04 00:00:00",245,635,666,477,1163,2347624,1635,59
"2020-10-05 00:00:00",320,1001,867,583,1768,2765859,2340,71
"2020-10-06 00:00:00",356,1155,949,517,2488,2675226,2532,1096
"2020-10-07 00:00:00",323,1187,945,822,2300,2636281,2390,203
"2020-10-08 00:00:00",387,1085,928,822,2171,2424092,2439,127
"2020-10-09 00:00:00",280,943,778,752,1882,2413341,2082,90
"2020-10-10 00:00:00",267,778,564,618,1291,2266209,1692,66
"2020-10-11 00:00:00",281,1155,729,688,1396,2303276,1759,42
"2020-10-12 00:00:00",320,1053,900,876,1989,2699630,2481,79
"2020-10-13 00:00:00",334,1036,1008,953,2153,2663313,2585,125
"2020-10-14 00:00:00",332,974,862,1011,1999,2623425,2402,88
"2020-10-15 00:00:00",305,1063,853,848,2098,2467472,2581,225
"2020-10-16 00:00:00",296,966,932,816,1757,2500166,2364,140
"2020-10-17 00:00:00",205,734,640,670,1340,2291915,1854,73
"2020-10-18 00:00:00",285,683,662,718,1466,2430641,1884,61
"2020-10-19 00:00:00",331,1148,1003,986,2128,2847037,2773,81
"2020-10-20 00:00:00",369,1066,908,1358,2203,2726387,2617,93
"2020-10-21 00:00:00",379,920,911,1022,2122,2739252,2623,89
"2020-10-22 00:00:00",375,983,926,926,2056,2641918,2648,71
"2020-10-23 00:00:00",348,915,790,901,1786,2470357,2406,61
"2020-10-24 00:00:00",289,675,584,663,1329,2329332,1776,36
"2020-10-25 00:00:00",276,735,688,674,1546,2188815,1946,48
"2020-10-26 00:00:00",375,1069,837,1038,2160,2784813,2590,62
"2020-10-27 00:00:00",299,1013,1053,908,2218,2724478,2510,63
"2020-10-28 00:00:00",357,1063,945,891,2290,2649102,2753,66
"2020-10-29 00:00:00",360,1015,967,1181,2136,2560557,2684,50
"2020-10-30 00:00:00",302,977,812,882,1918,2483454,2320,56
"2020-10-31 00:00:00",311,688,622,667,1381,2346285,2006,52
"2020-11-01 00:00:00",285,714,636,708,1467,2364662,2072,52
"2020-11-02 00:00:00",399,1081,898,983,2141,2900310,2489,68
"2020-11-03 00:00:00",457,943,893,994,1898,2607873,2067,46
"2020-11-04 00:00:00",380,761,672,971,1599,3068682,1737,35
"2020-11-05 00:00:00",547,964,1649,996,1759,2879382,1828,50
"2020-11-06 00:00:00",499,991,3992,841,1563,2630268,1746,58
"2020-11-07 00:00:00",282,680,622,676,1175,2404120,1371,36
"2020-11-08 00:00:00",292,723,571,706,1221,2402480,1837,99
"2020-11-09 00:00:00",448,993,951,1105,1990,2823296,2458,79
"2020-11-10 00:00:00",443,1012,909,923,1779,2754036,2201,74
"2020-11-11 00:00:00",454,896,784,943,1788,2694981,2302,93
"2020-11-12 00:00:00",452,1015,836,896,1871,2608932,2316,78
"2020-11-13 00:00:00",389,936,777,768,1648,2439569,2113,64
"2020-11-14 00:00:00",345,682,589,596,1322,2313449,1703,54
"2020-11-15 00:00:00",335,744,742,751,1373,2340273,1772,42
"2020-11-16 00:00:00",478,1049,1159,929,2147,2754905,2679,68
"2020-11-17 00:00:00",557,986,966,976,1979,2714847,2619,45
"2020-11-18 00:00:00",455,1084,933,979,1898,2705746,2486,63
"2020-11-19 00:00:00",423,1146,964,936,1870,2578154,2508,57
"2020-11-20 00:00:00",380,992,801,897,1716,2440695,2248,52
"2020-11-21 00:00:00",357,697,653,731,1319,2308880,1761,36
"2020-11-22 00:00:00",357,822,851,754,1507,2381684,1865,56
"2020-11-23 00:00:00",453,1060,1007,1054,2036,2786524,2587,59
"2020-11-24 00:00:00",400,1078,940,953,1772,2658944,2289,73
"2020-11-25 00:00:00",524,917,838,896,1700,2636696,2246,58
"2020-11-26 00:00:00",550,738,785,943,1528,2424905,2186,35
"2020-11-27 00:00:00",500,711,762,788,1384,2329182,1853,48
"2020-11-28 00:00:00",880,613,574,654,1344,2340801,1695,34
"2020-11-29 00:00:00",767,692,624,740,1368,2351298,1612,45
"2020-11-30 00:00:00",503,965,914,919,1673,2837581,2330,61
"2020-12-01 00:00:00",408,994,861,907,1730,2718012,2319,75
"2020-12-02 00:00:00",444,1111,895,1001,1869,2743421,2260,47
"2020-12-03 00:00:00",649,1282,923,945,1868,2600976,2325,75
"2020-12-04 00:00:00",438,1112,911,926,1796,2486302,2184,66
"2020-12-05 00:00:00",420,721,718,736,1357,2370199,1687,32
"2020-12-06 00:00:00",440,750,677,833,1405,2425619,1763,44
"2020-12-07 00:00:00",545,1601,923,1091,1913,2950961,2361,80
"2020-12-08 00:00:00",474,1363,922,1068,1914,2784583,2269,62
"2020-12-09 00:00:00",464,1163,804,993,1739,2716836,2347,62
"2020-12-10 00:00:00",422,1148,818,1016,1751,2645038,2294,43
"2020-12-11 00:00:00",375,1059,687,834,1666,2515770,2189,50
"2020-12-12 00:00:00",319,791,576,658,1095,2384885,1539,30
"2020-12-13 00:00:00",335,805,579,716,1208,2390380,1977,42
"2020-12-14 00:00:00",485,995,873,990,1842,2817353,2292,42
"2020-12-15 00:00:00",374,963,910,992,1788,2754884,2333,41
"2020-12-16 00:00:00",365,1087,821,875,1635,2701666,2223,37
"2020-12-17 00:00:00",300,999,788,888,1598,2494224,2163,40
"2020-12-18 00:00:00",332,853,698,773,1484,2356013,1884,43
"2020-12-19 00:00:00",262,606,596,615,1188,2209339,1582,27
"2020-12-20 00:00:00",303,735,666,609,1463,2201235,1860,43
"2020-12-21 00:00:00",348,917,902,792,1969,2548611,2294,51
"2020-12-22 00:00:00",331,808,773,777,1614,2460677,2168,49
"2020-12-23 00:00:00",275,756,637,704,1240,2373773,1885,50
"2020-12-24 00:00:00",249,537,525,537,1279,2145766,1531,34
"2020-12-25 00:00:00",234,478,457,386,910,1884649,1156,17
"2020-12-26 00:00:00",231,528,525,567,1004,2250171,1449,40
"2020-12-27 00:00:00",238,553,589,582,1107,2265463,1660,39
"2020-12-28 00:00:00",305,829,651,712,1342,2495729,1905,43
"2020-12-29 00:00:00",309,813,694,675,1461,2403527,2048,60
"2020-12-30 00:00:00",328,770,769,687,1507,2442965,2069,53
"2020-12-31 00:00:00",300,618,634,571,1243,2241230,2050,34
"2021-01-01 00:00:00",264,474,593,486,1072,2112557,1716,55
"2021-01-02 00:00:00",270,577,611,665,1162,2384822,1766,40
"2021-01-03 00:00:00",360,684,607,657,1170,2375173,1825,55
"2021-01-04 00:00:00",470,780,835,857,1737,2759376,2534,46
"2021-01-05 00:00:00",1794,1003,900,950,1890,2696719,2461,43
"2021-01-06 00:00:00",1700,943,785,858,1831,2692329,2099,42
"2021-01-07 00:00:00",1051,808,653,827,1498,2626083,1907,48
"2021-01-08 00:00:00",1246,765,666,896,1504,2491785,1975,48
"2021-01-09 00:00:00",829,589,491,637,1146,2363401,1606,43
"2021-01-10 00:00:00",884,665,1243,662,1276,2341329,1573,51
"2021-01-11 00:00:00",1564,818,858,961,1586,2851569,2147,43
"2021-01-12 00:00:00",1049,927,809,1013,1704,2750974,2142,45
"2021-01-13 00:00:00",684,982,828,923,1629,2782549,1917,42
"2021-01-14 00:00:00",602,960,767,805,1605,2708901,1965,47
"2021-01-15 00:00:00",518,799,707,466,1626,2722949,2028,38
"2021-01-16 00:00:00",355,627,476,289,1048,2355275,1492,30
"2021-01-17 00:00:00",336,584,546,344,1103,2188224,1486,36
"2021-01-18 00:00:00",429,815,607,432,1409,2740359,1755,52
"2021-01-19 00:00:00",515,919,698,424,1458,2804595,1927,48
"2021-01-20 00:00:00",463,1035,705,400,1427,2794183,1816,43
"2021-01-21 00:00:00",399,1563,674,452,1400,2685625,1904,47
"2021-01-22 00:00:00",451,1243,648,421,1416,2528646,1854,985
"2021-01-23 00:00:00",351,775,500,323,1128,2408596,1643,738
"2021-01-24 00:00:00",364,844,605,395,1151,2405763,1541,361
"2021-01-25 00:00:00",383,1331,736,493,1658,2833292,2116,233
"2021-01-26 00:00:00",352,1201,729,520,1456,2787757,2178,137
"2021-01-27 00:00:00",436,1157,699,474,1511,2776416,2079,153
"2021-01-28 00:00:00",380,1135,653,457,1367,2674313,1956,125
"2021-01-29 00:00:00",348,955,622,432,1318,2561701,1723,97
"2021-01-30 00:00:00",267,828,486,393,1000,2400401,1361,69
"2021-01-31 00:00:00",306,781,510,359,1126,2461234,1436,68
"2021-02-01 00:00:00",367,1028,663,459,1382,2915393,1840,130
"2021-02-02 00:00:00",319,950,666,482,1394,2798469,2013,88
"2021-02-03 00:00:00",349,1102,699,465,1350,2716741,1839,78
"2021-02-04 00:00:00",339,1237,686,498,1418,2654940,1958,82
"2021-02-05 00:00:00",322,995,642,498,1278,2483826,1688,76
"2021-02-06 00:00:00",224,726,438,361,888,2406096,1246,50
"2021-02-07 00:00:00",241,710,569,367,1006,2409565,1316,56
"2021-02-08 00:00:00",282,881,764,460,1315,2943722,1837,68
"2021-02-09 00:00:00",342,920,754,464,1307,2810889,1859,63
