DateTime,Pandemic[en]
2018-10-17, 550
2018-10-18, 498
2018-10-19, 470
2018-10-20, 314
2018-10-21, 358
2018-10-22, 520
2018-10-23, 495
2018-10-24, 574
2018-10-25, 532
2018-10-26, 428
2018-10-27, 320
2018-10-28, 320
2018-10-29, 547
2018-10-30, 550
2018-10-31, 490
2018-11-01, 473
2018-11-02, 441
2018-11-03, 353
2018-11-04, 320
2018-11-05, 519
2018-11-06, 461
2018-11-07, 506
2018-11-08, 449
2018-11-09, 426
2018-11-10, 343
2018-11-11, 462
2018-11-12, 556
2018-11-13, 618
2018-11-14, 565
2018-11-15, 602
2018-11-16, 514
2018-11-17, 314
2018-11-18, 401
2018-11-19, 582
2018-11-20, 518
2018-11-21, 515
2018-11-22, 423
2018-11-23, 367
2018-11-24, 293
2018-11-25, 404
2018-11-26, 613
2018-11-27, 639
2018-11-28, 606
2018-11-29, 660
2018-11-30, 505
2018-12-01, 400
2018-12-02, 472
2018-12-03, 729
2018-12-04, 639
2018-12-05, 580
2018-12-06, 588
2018-12-07, 584
2018-12-08, 416
2018-12-09, 489
2018-12-10, 660
2018-12-11, 637
2018-12-12, 566
2018-12-13, 560
2018-12-14, 447
2018-12-15, 319
2018-12-16, 332
2018-12-17, 493
2018-12-18, 475
2018-12-19, 467
2018-12-20, 471
2018-12-21, 317
2018-12-22, 471
2018-12-23, 288
2018-12-24, 323
2018-12-25, 245
2018-12-26, 360
2018-12-27, 349
2018-12-28, 360
2018-12-29, 364
2018-12-30, 312
2018-12-31, 315
2019-01-01, 304
2019-01-02, 477
2019-01-03, 483
2019-01-04, 521
2019-01-05, 352
2019-01-06, 403
2019-01-07, 526
2019-01-08, 580
2019-01-09, 541
2019-01-10, 570
2019-01-11, 500
2019-01-12, 341
2019-01-13, 371
2019-01-14, 594
2019-01-15, 567
2019-01-16, 555
2019-01-17, 521
2019-01-18, 528
2019-01-19, 333
2019-01-20, 340
2019-01-21, 429
2019-01-22, 500
2019-01-23, 448
2019-01-24, 495
2019-01-25, 424
2019-01-26, 304
2019-01-27, 374
2019-01-28, 497
2019-01-29, 578
2019-01-30, 515
2019-01-31, 506
2019-02-01, 446
2019-02-02, 286
2019-02-03, 457
2019-02-04, 504
2019-02-05, 518
2019-02-06, 504
2019-02-07, 644
2019-02-08, 506
2019-02-09, 335
2019-02-10, 417
2019-02-11, 593
2019-02-12, 518
2019-02-13, 478
2019-02-14, 489
2019-02-15, 422
2019-02-16, 299
2019-02-17, 332
2019-02-18, 452
2019-02-19, 485
2019-02-20, 538
2019-02-21, 471
2019-02-22, 386
2019-02-23, 281
2019-02-24, 375
2019-02-25, 497
2019-02-26, 464
2019-02-27, 447
2019-02-28, 409
2019-03-01, 398
2019-03-02, 286
2019-03-03, 327
2019-03-04, 437
2019-03-05, 480
2019-03-06, 452
2019-03-07, 450
2019-03-08, 402
2019-03-09, 281
2019-03-10, 297
2019-03-11, 504
2019-03-12, 489
2019-03-13, 439
2019-03-14, 453
2019-03-15, 399
2019-03-16, 276
2019-03-17, 272
2019-03-18, 462
2019-03-19, 429
2019-03-20, 477
2019-03-21, 462
2019-03-22, 389
2019-03-23, 289
2019-03-24, 347
2019-03-25, 447
2019-03-26, 448
2019-03-27, 475
2019-03-28, 468
2019-03-29, 387
2019-03-30, 380
2019-03-31, 381
2019-04-01, 488
2019-04-02, 484
2019-04-03, 465
2019-04-04, 444
2019-04-05, 394
2019-04-06, 303
2019-04-07, 337
2019-04-08, 486
2019-04-09, 458
2019-04-10, 490
2019-04-11, 685
2019-04-12, 386
2019-04-13, 305
2019-04-14, 296
2019-04-15, 418
2019-04-16, 449
2019-04-17, 421
2019-04-18, 393
2019-04-19, 325
2019-04-20, 247
2019-04-21, 278
2019-04-22, 401
2019-04-23, 476
2019-04-24, 454
2019-04-25, 519
2019-04-26, 463
2019-04-27, 311
2019-04-28, 333
2019-04-29, 444
2019-04-30, 450
2019-05-01, 379
2019-05-02, 472
2019-05-03, 473
2019-05-04, 285
2019-05-05, 349
2019-05-06, 492
2019-05-07, 532
2019-05-08, 586
2019-05-09, 568
2019-05-10, 439
2019-05-11, 353
2019-05-12, 361
2019-05-13, 522
2019-05-14, 540
2019-05-15, 555
2019-05-16, 464
2019-05-17, 419
2019-05-18, 326
2019-05-19, 300
2019-05-20, 932
2019-05-21, 456
2019-05-22, 438
2019-05-23, 431
2019-05-24, 372
2019-05-25, 314
2019-05-26, 345
2019-05-27, 415
2019-05-28, 514
2019-05-29, 494
2019-05-30, 437
2019-05-31, 388
2019-06-01, 325
2019-06-02, 324
2019-06-03, 431
2019-06-04, 456
2019-06-05, 449
2019-06-06, 439
2019-06-07, 423
2019-06-08, 292
2019-06-09, 328
2019-06-10, 376
2019-06-11, 382
2019-06-12, 391
2019-06-13, 401
2019-06-14, 355
2019-06-15, 265
2019-06-16, 277
2019-06-17, 358
2019-06-18, 363
2019-06-19, 335
2019-06-20, 342
2019-06-21, 312
2019-06-22, 243
2019-06-23, 260
2019-06-24, 348
2019-06-25, 377
2019-06-26, 307
2019-06-27, 294
2019-06-28, 259
2019-06-29, 232
2019-06-30, 247
2019-07-01, 282
2019-07-02, 324
2019-07-03, 318
2019-07-04, 251
2019-07-05, 240
2019-07-06, 215
2019-07-07, 228
2019-07-08, 311
2019-07-09, 264
2019-07-10, 237
2019-07-11, 294
2019-07-12, 267
2019-07-13, 218
2019-07-14, 243
2019-07-15, 310
2019-07-16, 303
2019-07-17, 347
2019-07-18, 360
2019-07-19, 316
2019-07-20, 220
2019-07-21, 236
2019-07-22, 337
2019-07-23, 332
2019-07-24, 286
2019-07-25, 334
2019-07-26, 302
2019-07-27, 213
2019-07-28, 234
2019-07-29, 314
2019-07-30, 374
2019-07-31, 309
2019-08-01, 317
2019-08-02, 281
2019-08-03, 209
2019-08-04, 239
2019-08-05, 294
2019-08-06, 313
2019-08-07, 311
2019-08-08, 310
2019-08-09, 287
2019-08-10, 251
2019-08-11, 217
2019-08-12, 293
2019-08-13, 405
2019-08-14, 328
2019-08-15, 315
2019-08-16, 312
2019-08-17, 247
2019-08-18, 265
2019-08-19, 343
2019-08-20, 368
2019-08-21, 360
2019-08-22, 345
2019-08-23, 323
2019-08-24, 255
2019-08-25, 226
2019-08-26, 378
2019-08-27, 382
2019-08-28, 361
2019-08-29, 427
2019-08-30, 323
2019-08-31, 269
2019-09-01, 287
2019-09-02, 305
2019-09-03, 419
2019-09-04, 391
2019-09-05, 336
2019-09-06, 304
2019-09-07, 201
2019-09-08, 227
2019-09-09, 338
2019-09-10, 332
2019-09-11, 343
2019-09-12, 384
2019-09-13, 330
2019-09-14, 232
2019-09-15, 307
2019-09-16, 366
2019-09-17, 455
2019-09-18, 563
2019-09-19, 543
2019-09-20, 402
2019-09-21, 233
2019-09-22, 307
2019-09-23, 425
2019-09-24, 385
2019-09-25, 405
2019-09-26, 363
2019-09-27, 353
2019-09-28, 274
2019-09-29, 322
2019-09-30, 422
2019-10-01, 1064
2019-10-02, 577
2019-10-03, 397
2019-10-04, 488
2019-10-05, 1278
2019-10-06, 273
2019-10-07, 402
2019-10-08, 421
2019-10-09, 523
2019-10-10, 427
2019-10-11, 347
2019-10-12, 261
2019-10-13, 331
2019-10-14, 451
2019-10-15, 467
2019-10-16, 406
2019-10-17, 394
2019-10-18, 327
2019-10-19, 280
2019-10-20, 276
2019-10-21, 597
2019-10-22, 638
2019-10-23, 521
2019-10-24, 450
2019-10-25, 383
2019-10-26, 310
2019-10-27, 304
2019-10-28, 469
2019-10-29, 459
2019-10-30, 444
2019-10-31, 470
2019-11-01, 426
2019-11-02, 283
2019-11-03, 341
2019-11-04, 482
2019-11-05, 435
2019-11-06, 422
2019-11-07, 551
2019-11-08, 523
2019-11-09, 336
2019-11-10, 420
2019-11-11, 493
2019-11-12, 479
2019-11-13, 800
2019-11-14, 769
2019-11-15, 489
2019-11-16, 339
2019-11-17, 359
2019-11-18, 622
2019-11-19, 487
2019-11-20, 481
2019-11-21, 462
2019-11-22, 357
2019-11-23, 275
2019-11-24, 355
2019-11-25, 520
2019-11-26, 444
2019-11-27, 411
2019-11-28, 375
2019-11-29, 337
2019-11-30, 321
2019-12-01, 394
2019-12-02, 500
2019-12-03, 477
2019-12-04, 513
2019-12-05, 409
2019-12-06, 378
2019-12-07, 294
2019-12-08, 324
2019-12-09, 423
2019-12-10, 452
2019-12-11, 399
2019-12-12, 396
2019-12-13, 363
2019-12-14, 235
2019-12-15, 235
2019-12-16, 357
2019-12-17, 378
2019-12-18, 379
2019-12-19, 295
2019-12-20, 240
2019-12-21, 177
2019-12-22, 179
2019-12-23, 230
2019-12-24, 212
2019-12-25, 176
2019-12-26, 228
2019-12-27, 312
2019-12-28, 271
2019-12-29, 272
2019-12-30, 267
2019-12-31, 264
2020-01-01, 216
2020-01-02, 543
2020-01-03, 458
2020-01-04, 293
2020-01-05, 324
2020-01-06, 493
2020-01-07, 536
2020-01-08, 426
2020-01-09, 480
2020-01-10, 430
2020-01-11, 307
2020-01-12, 292
2020-01-13, 432
2020-01-14, 511
2020-01-15, 484
2020-01-16, 511
2020-01-17, 525
2020-01-18, 420
2020-01-19, 396
2020-01-20, 967
2020-01-21, 2150
2020-01-22, 3440
2020-01-23, 5051
2020-01-24, 5757
2020-01-25, 4882
2020-01-26, 5712
2020-01-27, 8997
2020-01-28, 9001
2020-01-29, 7576
2020-01-30, 8879
2020-01-31, 8344
2020-02-01, 4173
2020-02-02, 5427
2020-02-03, 12074
2020-02-04, 9513
2020-02-05, 6097
2020-02-06, 4941
2020-02-07, 4442
2020-02-08, 2779
2020-02-09, 2858
2020-02-10, 4335
2020-02-11, 4265
2020-02-12, 3500
2020-02-13, 3961
2020-02-14, 2920
2020-02-15, 1904
2020-02-16, 1801
2020-02-17, 2418
2020-02-18, 3173
2020-02-19, 2507
2020-02-20, 2167
2020-02-21, 2706
2020-02-22, 3983
2020-02-23, 5901
2020-02-24, 24262
2020-02-25, 27898
2020-02-26, 24122
2020-02-27, 24042
2020-02-28, 21132
2020-02-29, 10268
2020-03-01, 8491
2020-03-02, 14487
2020-03-03, 14310
2020-03-04, 12517
2020-03-05, 12117
2020-03-06, 11388
2020-03-07, 7760
2020-03-08, 7940
2020-03-09, 20400
2020-03-10, 22045
2020-03-11, 177479
2020-03-12, 151213
2020-03-13, 71885
2020-03-14, 36811
2020-03-15, 33966
2020-03-16, 46993
2020-03-17, 40941
2020-03-18, 40880
2020-03-19, 37136
2020-03-20, 33711
2020-03-21, 26230
2020-03-22, 25526
2020-03-23, 29952
2020-03-24, 27109
2020-03-25, 24150
2020-03-26, 22502
2020-03-27, 21492
2020-03-28, 16592
2020-03-29, 16066
2020-03-30, 17903
2020-03-31, 16261
2020-04-01, 16136
2020-04-02, 16316
2020-04-03, 15185
2020-04-04, 12269
2020-04-05, 11883
2020-04-06, 13611
2020-04-07, 12152
2020-04-08, 11507
2020-04-09, 10734
2020-04-10, 9632
2020-04-11, 8822
2020-04-12, 9041
2020-04-13, 10412
2020-04-14, 10568
2020-04-15, 10525
2020-04-16, 9837
2020-04-17, 9156
2020-04-18, 7399
2020-04-19, 7423
2020-04-20, 8549
2020-04-21, 8260
2020-04-22, 8225
2020-04-23, 8035
2020-04-24, 9537
2020-04-25, 5855
2020-04-26, 6289
2020-04-27, 7688
2020-04-28, 7481
2020-04-29, 7293
2020-04-30, 6507
2020-05-01, 5835
2020-05-02, 4732
2020-05-03, 4846
2020-05-04, 6237
2020-05-05, 6023
2020-05-06, 6025
2020-05-07, 5920
2020-05-08, 5986
2020-05-09, 4016
2020-05-10, 4561
2020-05-11, 5795
2020-05-12, 5489
2020-05-13, 5315
2020-05-14, 5523
2020-05-15, 4631
2020-05-16, 3574
2020-05-17, 3882
2020-05-18, 4626
2020-05-19, 4280
2020-05-20, 4322
2020-05-21, 4776
2020-05-22, 3733
2020-05-23, 2911
2020-05-24, 2993
2020-05-25, 3786
2020-05-26, 3858
2020-05-27, 3952
2020-05-28, 3983
2020-05-29, 3272
2020-05-30, 2634
2020-05-31, 2564
2020-06-01, 2998
2020-06-02, 3016
2020-06-03, 2923
2020-06-04, 2806
2020-06-05, 2800
2020-06-06, 2249
2020-06-07, 2633
2020-06-08, 3104
2020-06-09, 3066
2020-06-10, 2949
2020-06-11, 2729
2020-06-12, 2616
2020-06-13, 2044
2020-06-14, 2225
2020-06-15, 2810
2020-06-16, 2797
2020-06-17, 2690
2020-06-18, 2985
2020-06-19, 2498
2020-06-20, 2019
2020-06-21, 2030
2020-06-22, 2796
2020-06-23, 2514
2020-06-24, 2617
2020-06-25, 2706
2020-06-26, 2538
2020-06-27, 2139
2020-06-28, 2303
2020-06-29, 3003
2020-06-30, 3099
2020-07-01, 2600
2020-07-02, 2612
2020-07-03, 2247
2020-07-04, 1848
2020-07-05, 1882
2020-07-06, 3125
2020-07-07, 2988
2020-07-08, 2930
2020-07-09, 2825
2020-07-10, 2673
2020-07-11, 1930
2020-07-12, 2080
2020-07-13, 2719
2020-07-14, 2978
2020-07-15, 2840
2020-07-16, 2701
2020-07-17, 2562
2020-07-18, 2011
2020-07-19, 2139
2020-07-20, 2658
2020-07-21, 2423
2020-07-22, 2438
2020-07-23, 2488
2020-07-24, 2389
2020-07-25, 1891
2020-07-26, 1887
2020-07-27, 2628
2020-07-28, 2548
2020-07-29, 2495
2020-07-30, 2370
2020-07-31, 2090
2020-08-01, 1701
2020-08-02, 1865
2020-08-03, 2434
2020-08-04, 2416
2020-08-05, 2343
2020-08-06, 2115
2020-08-07, 2052
2020-08-08, 1614
2020-08-09, 1746
2020-08-10, 2327
2020-08-11, 2758
2020-08-12, 2198
2020-08-13, 2283
2020-08-14, 1942
2020-08-15, 1546
2020-08-16, 1687
2020-08-17, 2073
2020-08-18, 2171
2020-08-19, 2164
2020-08-20, 2010
2020-08-21, 2042
2020-08-22, 1637
2020-08-23, 1646
2020-08-24, 2071
2020-08-25, 2159
2020-08-26, 2138
2020-08-27, 2049
2020-08-28, 1890
2020-08-29, 1539
2020-08-30, 1519
2020-08-31, 2072
2020-09-01, 2228
2020-09-02, 2076
2020-09-03, 2065
2020-09-04, 1809
2020-09-05, 1373
2020-09-06, 1558
2020-09-07, 1843
2020-09-08, 2153
2020-09-09, 2077
2020-09-10, 2217
2020-09-11, 1947
2020-09-12, 1429
2020-09-13, 1537
2020-09-14, 2158
2020-09-15, 2024
2020-09-16, 2094
2020-09-17, 2182
2020-09-18, 2094
2020-09-19, 1632
2020-09-20, 1691
2020-09-21, 2232
2020-09-22, 2309
2020-09-23, 2159
2020-09-24, 2186
2020-09-25, 2238
2020-09-26, 1862
2020-09-27, 1875
2020-09-28, 2506
2020-09-29, 2757
2020-09-30, 2007
2020-10-01, 1846
2020-10-02, 1814
2020-10-03, 1559
2020-10-04, 1635
2020-10-05, 2340
2020-10-06, 2532
2020-10-07, 2390
2020-10-08, 2439
2020-10-09, 2082
2020-10-10, 1692
2020-10-11, 1759
2020-10-12, 2481
2020-10-13, 2585
2020-10-14, 2402
2020-10-15, 2581
2020-10-16, 2364
2020-10-17, 1854
2020-10-18, 1884
2020-10-19, 2773
2020-10-20, 2617
2020-10-21, 2623
2020-10-22, 2648
2020-10-23, 2406
2020-10-24, 1776
2020-10-25, 1946
2020-10-26, 2590
2020-10-27, 2510
2020-10-28, 2753
2020-10-29, 2684
2020-10-30, 2320
2020-10-31, 2006
2020-11-01, 2072
2020-11-02, 2489
2020-11-03, 2067
2020-11-04, 1737
2020-11-05, 1828
2020-11-06, 1746
2020-11-07, 1371
2020-11-08, 1837
2020-11-09, 2458
2020-11-10, 2201
2020-11-11, 2302
2020-11-12, 2316
2020-11-13, 2113
2020-11-14, 1703
2020-11-15, 1772
2020-11-16, 2679
2020-11-17, 2619
2020-11-18, 2486
2020-11-19, 2508
2020-11-20, 2248
2020-11-21, 1761
2020-11-22, 1865
2020-11-23, 2587
2020-11-24, 2289
2020-11-25, 2246
2020-11-26, 2186
2020-11-27, 1853
2020-11-28, 1695
2020-11-29, 1612
2020-11-30, 2330
2020-12-01, 2319
2020-12-02, 2260
2020-12-03, 2325
2020-12-04, 2184
2020-12-05, 1687
2020-12-06, 1763
2020-12-07, 2361
2020-12-08, 2269
2020-12-09, 2347
2020-12-10, 2294
2020-12-11, 2189
2020-12-12, 1539
2020-12-13, 1977
2020-12-14, 2292
2020-12-15, 2333
2020-12-16, 2223
2020-12-17, 2163
2020-12-18, 1884
2020-12-19, 1582
2020-12-20, 1860
2020-12-21, 2294
2020-12-22, 2168
2020-12-23, 1885
2020-12-24, 1531
2020-12-25, 1156
2020-12-26, 1449
2020-12-27, 1660
2020-12-28, 1905
2020-12-29, 2048
2020-12-30, 2069
2020-12-31, 2050
2021-01-01, 1716
2021-01-02, 1766
2021-01-03, 1825
2021-01-04, 2534
2021-01-05, 2461
2021-01-06, 2099
2021-01-07, 1907
2021-01-08, 1975
2021-01-09, 1606
2021-01-10, 1573
2021-01-11, 2147
2021-01-12, 2142
2021-01-13, 1917
2021-01-14, 1965
2021-01-15, 2028
2021-01-16, 1492
2021-01-17, 1486
2021-01-18, 1755
2021-01-19, 1927
2021-01-20, 1816
2021-01-21, 1904
2021-01-22, 1854
2021-01-23, 1643
2021-01-24, 1541
2021-01-25, 2116
2021-01-26, 2178
2021-01-27, 2079
2021-01-28, 1956
2021-01-29, 1723
2021-01-30, 1361
2021-01-31, 1436
2021-02-01, 1840
2021-02-02, 2013
2021-02-03, 1839
2021-02-04, 1958
2021-02-05, 1688
2021-02-06, 1246
2021-02-07, 1316
2021-02-08, 1837
2021-02-09, 1859
2021-02-10, 1772
2021-02-11, 1752
2021-02-12, 1572
2021-02-13, 1149
2021-02-14, 1238
2021-02-15, 1739
2021-02-16, 1739
2021-02-17, 1752
2021-02-18, 1713
2021-02-19, 1480
2021-02-20, 1316
2021-02-21, 1371
2021-02-22, 2188
2021-02-23, 1874
2021-02-24, 1863
2021-02-25, 2034
2021-02-26, 1561
2021-02-27, 1225
2021-02-28, 1296
2021-03-01, 1750
2021-03-02, 1803
2021-03-03, 1832
2021-03-04, 1862
2021-03-05, 1425
2021-03-06, 1101
2021-03-07, 1193
2021-03-08, 1751
2021-03-09, 1726
2021-03-10, 2053
2021-03-11, 2048
2021-03-12, 1803
2021-03-13, 1216
2021-03-14, 1280
2021-03-15, 1981
2021-03-16, 1759
2021-03-17, 1636
2021-03-18, 1587
2021-03-19, 1418
2021-03-20, 1106
2021-03-21, 1221
2021-03-22, 2057
2021-03-23, 1760
2021-03-24, 1676
2021-03-25, 1669
2021-03-26, 1479
2021-03-27, 1186
2021-03-28, 1201
2021-03-29, 1565
2021-03-30, 1533
2021-03-31, 1558
2021-04-01, 1363
2021-04-02, 1280
2021-04-03, 1139
2021-04-04, 1152
2021-04-05, 1550
2021-04-06, 1686
2021-04-07, 1559
2021-04-08, 1619
2021-04-09, 1468
2021-04-10, 1143
2021-04-11, 1273
2021-04-12, 1764
2021-04-13, 1876
2021-04-14, 1867
2021-04-15, 1668
2021-04-16, 1703
2021-04-17, 1475
2021-04-18, 1459
2021-04-19, 1755
2021-04-20, 1742
2021-04-21, 1613
2021-04-22, 1780
2021-04-23, 1737
2021-04-24, 1333
2021-04-25, 1358
2021-04-26, 1946
2021-04-27, 1916
2021-04-28, 1913
2021-04-29, 1833
2021-04-30, 1597
2021-05-01, 1273
2021-05-02, 1217
2021-05-03, 1548
2021-05-04, 1859
2021-05-05, 1701
2021-05-06, 1677
2021-05-07, 1610
2021-05-08, 1300
2021-05-09, 1314
2021-05-10, 1700
2021-05-11, 1747
2021-05-12, 1678
2021-05-13, 1510
2021-05-14, 1329
2021-05-15, 1049
2021-05-16, 1197
2021-05-17, 1551
2021-05-18, 1640
2021-05-19, 1447
2021-05-20, 1406
2021-05-21, 1386
2021-05-22, 1038
2021-05-23, 1059
2021-05-24, 1481
2021-05-25, 1444
2021-05-26, 1426
2021-05-27, 1576
2021-05-28, 1221
2021-05-29, 974
2021-05-30, 990
2021-05-31, 1229
2021-06-01, 1542
2021-06-02, 1418
2021-06-03, 1284
2021-06-04, 1195
2021-06-05, 902
2021-06-06, 989
2021-06-07, 1202
2021-06-08, 1166
2021-06-09, 1168
2021-06-10, 1178
2021-06-11, 1204
2021-06-12, 943
2021-06-13, 912
2021-06-14, 1184
2021-06-15, 1260
2021-06-16, 1156
2021-06-17, 1141
2021-06-18, 1058
2021-06-19, 828
2021-06-20, 927
2021-06-21, 1236
2021-06-22, 1226
2021-06-23, 1163
2021-06-24, 1172
2021-06-25, 1044
2021-06-26, 845
2021-06-27, 947
2021-06-28, 1313
2021-06-29, 1178
2021-06-30, 1142
2021-07-01, 1185
2021-07-02, 1125
2021-07-03, 863
2021-07-04, 891
2021-07-05, 1104
2021-07-06, 1227
2021-07-07, 1217
2021-07-08, 1209
2021-07-09, 1076
2021-07-10, 812
2021-07-11, 772
2021-07-12, 1129
2021-07-13, 1122
2021-07-14, 1125
2021-07-15, 1197
2021-07-16, 1009
2021-07-17, 810
2021-07-18, 793
2021-07-19, 1548
2021-07-20, 1156
2021-07-21, 1134
2021-07-22, 1152
2021-07-23, 1109
2021-07-24, 906
2021-07-25, 926
2021-07-26, 1139
2021-07-27, 1160
2021-07-28, 1042
2021-07-29, 1296
2021-07-30, 1140
2021-07-31, 884
2021-08-01, 874
2021-08-02, 1235
2021-08-03, 1262
2021-08-04, 1322
2021-08-05, 1417
2021-08-06, 1100
2021-08-07, 862
2021-08-08, 953
2021-08-09, 1302
2021-08-10, 1171
2021-08-11, 1168
2021-08-12, 1118
2021-08-13, 1112
2021-08-14, 854
2021-08-15, 793
2021-08-16, 1017
2021-08-17, 1057
2021-08-18, 1078
2021-08-19, 1169
2021-08-20, 1186
2021-08-21, 811
2021-08-22, 863
2021-08-23, 1200
2021-08-24, 1301
2021-08-25, 1235
2021-08-26, 1209
2021-08-27, 1033
2021-08-28, 873
2021-08-29, 857
2021-08-30, 1231
2021-08-31, 1216
2021-09-01, 1208
2021-09-02, 1456
2021-09-03, 1277
2021-09-04, 802
2021-09-05, 918
2021-09-06, 1103
2021-09-07, 1281
2021-09-08, 1225
2021-09-09, 1233
2021-09-10, 1205
2021-09-11, 810
2021-09-12, 859
2021-09-13, 1152
2021-09-14, 1260
2021-09-15, 1168
2021-09-16, 1184
2021-09-17, 1035
2021-09-18, 756
2021-09-19, 781
2021-09-20, 1179
2021-09-21, 1258
2021-09-22, 1124
2021-09-23, 1118
2021-09-24, 968
2021-09-25, 705
2021-09-26, 695
2021-09-27, 1036
2021-09-28, 1055
2021-09-29, 1081
2021-09-30, 1018
2021-10-01, 979
2021-10-02, 730
2021-10-03, 731
2021-10-04, 928
2021-10-05, 1026
2021-10-06, 994
2021-10-07, 958
2021-10-08, 825
2021-10-09, 658
2021-10-10, 695
2021-10-11, 1001
2021-10-12, 1067
2021-10-13, 978
2021-10-14, 922
2021-10-15, 864
2021-10-16, 613
2021-10-17, 701
2021-10-18, 1023
2021-10-19, 1053
2021-10-20, 931
2021-10-21, 1025
2021-10-22, 831
2021-10-23, 567
2021-10-24, 692
2021-10-25, 924
2021-10-26, 999
2021-10-27, 941
2021-10-28, 830
2021-10-29, 844
2021-10-30, 732
2021-10-31, 671
2021-11-01, 1063
2021-11-02, 937
2021-11-03, 967
2021-11-04, 931
2021-11-05, 953
2021-11-06, 648
2021-11-07, 703
2021-11-08, 987
2021-11-09, 957
2021-11-10, 1004
2021-11-11, 865
2021-11-12, 889
2021-11-13, 657
2021-11-14, 679
2021-11-15, 948
2021-11-16, 932
2021-11-17, 1058
2021-11-18, 944
2021-11-19, 817
2021-11-20, 642
2021-11-21, 775
2021-11-22, 1109
2021-11-23, 1018
2021-11-24, 906
2021-11-25, 888
2021-11-26, 1085
2021-11-27, 994
2021-11-28, 1073
2021-11-29, 1433
2021-11-30, 1199
2021-12-01, 1332
2021-12-02, 1223
2021-12-03, 1084
2021-12-04, 790
2021-12-05, 807
2021-12-06, 1210
2021-12-07, 1064
2021-12-08, 1044
2021-12-09, 1089
2021-12-10, 919
2021-12-11, 683
2021-12-12, 733
2021-12-13, 1087
2021-12-14, 1234
2021-12-15, 1097
2021-12-16, 1103
2021-12-17, 1209
2021-12-18, 845
2021-12-19, 922
2021-12-20, 1086
2021-12-21, 1202
2021-12-22, 1136
2021-12-23, 1032
2021-12-24, 762
2021-12-25, 651
2021-12-26, 679
2021-12-27, 904
2021-12-28, 986
2021-12-29, 1031
2021-12-30, 998
2021-12-31, 1008
2022-01-01, 900
2022-01-02, 993
2022-01-03, 1237
2022-01-04, 1398
2022-01-05, 1446
2022-01-06, 1326
2022-01-07, 1414
2022-01-08, 997
2022-01-09, 1143
2022-01-10, 1596
2022-01-11, 1572
2022-01-12, 1544
2022-01-13, 1389
2022-01-14, 1113
2022-01-15, 893
2022-01-16, 970
2022-01-17, 1190
2022-01-18, 1335
2022-01-19, 1319
2022-01-20, 1308
2022-01-21, 1169
2022-01-22, 816
2022-01-23, 925
2022-01-24, 1388
2022-01-25, 1080
2022-01-26, 1069
2022-01-27, 1104
2022-01-28, 1058
2022-01-29, 787
2022-01-30, 777
2022-01-31, 938
2022-02-01, 949
2022-02-02, 1072
2022-02-03, 1126
2022-02-04, 891
2022-02-05, 750
2022-02-06, 732
2022-02-07, 1052
2022-02-08, 987
2022-02-09, 1044
2022-02-10, 1006
2022-02-11, 909
2022-02-12, 594
2022-02-13, 665
2022-02-14, 947
2022-02-15, 874
2022-02-16, 859
2022-02-17, 946
2022-02-18, 784
2022-02-19, 599
2022-02-20, 758
2022-02-21, 896
2022-02-22, 960
2022-02-23, 988
2022-02-24, 961
2022-02-25, 701
2022-02-26, 547
2022-02-27, 557
2022-02-28, 806
2022-03-01, 799
2022-03-02, 760
2022-03-03, 770
2022-03-04, 712
2022-03-05, 462
2022-03-06, 531
2022-03-07, 792
2022-03-08, 790
2022-03-09, 820
2022-03-10, 766
2022-03-11, 776
2022-03-12, 546
2022-03-13, 487
2022-03-14, 713
2022-03-15, 760
2022-03-16, 656
2022-03-17, 718
2022-03-18, 684
2022-03-19, 452
2022-03-20, 475
2022-03-21, 639
2022-03-22, 693
2022-03-23, 701
2022-03-24, 691
2022-03-25, 598
2022-03-26, 449
2022-03-27, 443
2022-03-28, 632
2022-03-29, 690
2022-03-30, 696
2022-03-31, 667
2022-04-01, 557
2022-04-02, 393
2022-04-03, 420
2022-04-04, 617
2022-04-05, 673
2022-04-06, 742
2022-04-07, 663
2022-04-08, 533
2022-04-09, 445
2022-04-10, 494
2022-04-11, 627
2022-04-12, 619
2022-04-13, 574
2022-04-14, 506
2022-04-15, 452
2022-04-16, 357
2022-04-17, 479
2022-04-18, 680
2022-04-19, 786
2022-04-20, 646
2022-04-21, 662
2022-04-22, 687
2022-04-23, 528
2022-04-24, 618
2022-04-25, 665
2022-04-26, 674
2022-04-27, 802
2022-04-28, 766
2022-04-29, 605
2022-04-30, 417
2022-05-01, 413
2022-05-02, 579
2022-05-03, 672
2022-05-04, 631
2022-05-05, 755
2022-05-06, 660
2022-05-07, 492
2022-05-08, 430
2022-05-09, 645
2022-05-10, 637
2022-05-11, 621
2022-05-12, 725
2022-05-13, 527
2022-05-14, 412
2022-05-15, 488
2022-05-16, 607
2022-05-17, 666
2022-05-18, 704
2022-05-19, 903
2022-05-20, 807
2022-05-21, 627
2022-05-22, 647
2022-05-23, 838
2022-05-24, 824
2022-05-25, 728
2022-05-26, 634
2022-05-27, 599
2022-05-28, 473
2022-05-29, 451
2022-05-30, 641
2022-05-31, 649
2022-06-01, 677
2022-06-02, 647
2022-06-03, 505
2022-06-04, 396
2022-06-05, 441
2022-06-06, 577
2022-06-07, 614
2022-06-08, 603
2022-06-09, 574
2022-06-10, 516
2022-06-11, 487
