state,statefp,county,countyfp,year,month,trap_type,species,num_sites,num_collection_events,num_trap_nights,num_adult_females_collected,num_collection_events_with_detection
Nebraska,31,Wayne,179,2019,8,CO2,Culex tarsalis,3,6,6,322,6
Nebraska,31,Wayne,179,2019,9,CO2,Culex pipiens,3,5,5,1,1
Nebraska,31,Wayne,179,2019,9,CO2,Culex salinarius,3,5,5,3,1
Nebraska,31,Wayne,179,2019,9,CO2,Culex tarsalis,3,5,5,24,5
Nebraska,31,Wayne,179,2020,6,CO2,Culex pipiens,3,9,9,2,1
Nebraska,31,Wayne,179,2020,6,CO2,Culex restuans,3,9,9,4,1
Nebraska,31,Wayne,179,2020,6,CO2,Culex tarsalis,3,9,9,35,5
Nebraska,31,Wayne,179,2020,7,CO2,Culex pipiens,3,6,6,3,2
Nebraska,31,Wayne,179,2020,7,CO2,Culex salinarius,3,6,6,2,1
Nebraska,31,Wayne,179,2020,7,CO2,Culex tarsalis,3,6,6,16,4
Nebraska,31,Wayne,179,2020,8,CO2,Culex pipiens,3,5,5,3,1
Nebraska,31,Wayne,179,2020,8,CO2,Culex tarsalis,3,5,5,18,3
Nebraska,31,Wayne,179,2020,9,CO2,Culex pipiens,3,6,6,2,2
Nebraska,31,Wayne,179,2020,9,CO2,Culex restuans,3,6,6,1,1
Nebraska,31,Wayne,179,2020,9,CO2,Culex tarsalis,3,6,6,3,3
Nebraska,31,Wayne,179,2021,6,CO2,Culex pipiens,3,6,6,23,6
Nebraska,31,Wayne,179,2021,6,CO2,Culex restuans,3,6,6,12,6
Nebraska,31,Wayne,179,2021,6,CO2,Culex salinarius,3,6,6,7,2
Nebraska,31,Wayne,179,2021,6,CO2,Culex tarsalis,3,6,6,297,6
Nebraska,31,Wayne,179,2021,7,CO2,Culex restuans,3,6,6,5,2
Nebraska,31,Wayne,179,2021,7,CO2,Culex salinarius,3,6,6,4,2
Nebraska,31,Wayne,179,2021,7,CO2,Culex tarsalis,3,6,6,19,6
Nebraska,31,Wayne,179,2021,8,CO2,Culex pipiens,3,6,6,9,4
Nebraska,31,Wayne,179,2021,8,CO2,Culex salinarius,3,6,6,5,2
Nebraska,31,Wayne,179,2021,8,CO2,Culex tarsalis,3,6,6,28,5
Nebraska,31,Wayne,179,2021,9,CO2,Culex pipiens,3,9,9,46,9
Nebraska,31,Wayne,179,2021,9,CO2,Culex restuans,3,9,9,1,1
Nebraska,31,Wayne,179,2021,9,CO2,Culex salinarius,3,9,9,2,1
Nebraska,31,Wayne,179,2021,9,CO2,Culex tarsalis,3,9,9,48,8
Nebraska,31,Wayne,179,2022,6,CO2,Culex pipiens/restuans/salinarius,3,6,6,94,4
Nebraska,31,Wayne,179,2022,6,CO2,Culex tarsalis,3,6,6,30,5
Nebraska,31,Wayne,179,2022,7,CO2,Culex pipiens/restuans/salinarius,3,6,6,22,5
Nebraska,31,Wayne,179,2022,7,CO2,Culex tarsalis,3,6,6,224,4
Nebraska,31,Wayne,179,2022,8,CO2,Culex pipiens/restuans/salinarius,3,6,6,21,5
Nebraska,31,Wayne,179,2022,8,CO2,Culex tarsalis,3,6,6,264,6
Nebraska,31,Wayne,179,2022,9,CO2,Culex pipiens/restuans/salinarius,3,9,9,83,9
Nebraska,31,Wayne,179,2022,9,CO2,Culex tarsalis,3,9,9,346,6
New Jersey,34,Atlantic,001,2003,5,NJLT,Culex pipiens,4,80,80,48,17
New Jersey,34,Atlantic,001,2003,5,NJLT,Culex pipiens/restuans/salinarius,4,80,80,35,9
New Jersey,34,Atlantic,001,2003,5,NJLT,Culex restuans,4,80,80,98,26
New Jersey,34,Atlantic,001,2003,5,NJLT,Culex salinarius,4,80,80,5,3
New Jersey,34,Atlantic,001,2003,6,NJLT,Culex pipiens,4,120,120,112,29
New Jersey,34,Atlantic,001,2003,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,365,39
New Jersey,34,Atlantic,001,2003,6,NJLT,Culex restuans,4,120,120,233,38
New Jersey,34,Atlantic,001,2003,6,NJLT,Culex salinarius,4,120,120,198,33
New Jersey,34,Atlantic,001,2003,7,NJLT,Culex pipiens,4,124,124,120,33
New Jersey,34,Atlantic,001,2003,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,621,49
New Jersey,34,Atlantic,001,2003,7,NJLT,Culex restuans,4,124,124,149,40
New Jersey,34,Atlantic,001,2003,7,NJLT,Culex salinarius,4,124,124,901,45
New Jersey,34,Atlantic,001,2003,8,NJLT,Culex pipiens,4,124,124,85,30
New Jersey,34,Atlantic,001,2003,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,409,44
New Jersey,34,Atlantic,001,2003,8,NJLT,Culex restuans,4,124,124,133,33
New Jersey,34,Atlantic,001,2003,8,NJLT,Culex salinarius,4,124,124,627,49
New Jersey,34,Atlantic,001,2003,9,NJLT,Culex pipiens,4,120,120,22,12
New Jersey,34,Atlantic,001,2003,9,NJLT,Culex pipiens/restuans/salinarius,4,120,120,86,29
New Jersey,34,Atlantic,001,2003,9,NJLT,Culex restuans,4,120,120,66,21
New Jersey,34,Atlantic,001,2003,9,NJLT,Culex salinarius,4,120,120,248,37
New Jersey,34,Atlantic,001,2003,10,NJLT,Culex pipiens,4,124,124,12,8
New Jersey,34,Atlantic,001,2003,10,NJLT,Culex pipiens/restuans/salinarius,4,124,124,29,7
New Jersey,34,Atlantic,001,2003,10,NJLT,Culex restuans,4,124,124,124,23
New Jersey,34,Atlantic,001,2003,10,NJLT,Culex salinarius,4,124,124,125,25
New Jersey,34,Atlantic,001,2004,5,NJLT,Culex pipiens,4,80,80,22,11
New Jersey,34,Atlantic,001,2004,5,NJLT,Culex pipiens/restuans/salinarius,4,80,80,15,8
New Jersey,34,Atlantic,001,2004,5,NJLT,Culex restuans,4,80,80,8,6
New Jersey,34,Atlantic,001,2004,5,NJLT,Culex salinarius,4,80,80,21,6
New Jersey,34,Atlantic,001,2004,6,NJLT,Culex pipiens,4,120,120,31,18
New Jersey,34,Atlantic,001,2004,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,37,11
New Jersey,34,Atlantic,001,2004,6,NJLT,Culex restuans,4,120,120,9,6
New Jersey,34,Atlantic,001,2004,6,NJLT,Culex salinarius,4,120,120,273,33
New Jersey,34,Atlantic,001,2004,7,NJLT,Culex pipiens,4,124,124,24,14
New Jersey,34,Atlantic,001,2004,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,32,12
New Jersey,34,Atlantic,001,2004,7,NJLT,Culex restuans,4,124,124,7,3
New Jersey,34,Atlantic,001,2004,7,NJLT,Culex salinarius,4,124,124,109,29
New Jersey,34,Atlantic,001,2004,8,NJLT,Culex pipiens,4,124,124,33,15
New Jersey,34,Atlantic,001,2004,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,50,14
New Jersey,34,Atlantic,001,2004,8,NJLT,Culex restuans,4,124,124,11,7
New Jersey,34,Atlantic,001,2004,8,NJLT,Culex salinarius,4,124,124,195,38
New Jersey,34,Atlantic,001,2004,9,NJLT,Culex pipiens,4,120,120,41,16
New Jersey,34,Atlantic,001,2004,9,NJLT,Culex pipiens/restuans/salinarius,4,120,120,29,16
New Jersey,34,Atlantic,001,2004,9,NJLT,Culex restuans,4,120,120,71,22
New Jersey,34,Atlantic,001,2004,9,NJLT,Culex salinarius,4,120,120,88,20
New Jersey,34,Atlantic,001,2004,10,NJLT,Culex pipiens,4,124,124,9,6
New Jersey,34,Atlantic,001,2004,10,NJLT,Culex pipiens/restuans/salinarius,4,124,124,7,5
New Jersey,34,Atlantic,001,2004,10,NJLT,Culex restuans,4,124,124,33,18
New Jersey,34,Atlantic,001,2004,10,NJLT,Culex salinarius,4,124,124,20,10
New Jersey,34,Atlantic,001,2005,5,NJLT,Culex pipiens,4,77,77,32,14
New Jersey,34,Atlantic,001,2005,5,NJLT,Culex pipiens/restuans/salinarius,4,77,77,9,7
New Jersey,34,Atlantic,001,2005,5,NJLT,Culex restuans,4,77,77,9,8
New Jersey,34,Atlantic,001,2005,5,NJLT,Culex salinarius,4,77,77,2,2
New Jersey,34,Atlantic,001,2005,6,NJLT,Culex pipiens,4,120,120,32,17
New Jersey,34,Atlantic,001,2005,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,25,10
New Jersey,34,Atlantic,001,2005,6,NJLT,Culex restuans,4,120,120,15,12
New Jersey,34,Atlantic,001,2005,6,NJLT,Culex salinarius,4,120,120,45,20
New Jersey,34,Atlantic,001,2005,7,NJLT,Culex pipiens,4,124,124,16,11
New Jersey,34,Atlantic,001,2005,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,76,13
New Jersey,34,Atlantic,001,2005,7,NJLT,Culex restuans,4,124,124,1,1
New Jersey,34,Atlantic,001,2005,7,NJLT,Culex salinarius,4,124,124,250,35
New Jersey,34,Atlantic,001,2005,8,NJLT,Culex pipiens,4,124,124,33,16
New Jersey,34,Atlantic,001,2005,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,55,12
New Jersey,34,Atlantic,001,2005,8,NJLT,Culex restuans,4,124,124,2,2
New Jersey,34,Atlantic,001,2005,8,NJLT,Culex salinarius,4,124,124,203,40
New Jersey,34,Atlantic,001,2005,9,NJLT,Culex pipiens,4,120,120,12,10
New Jersey,34,Atlantic,001,2005,9,NJLT,Culex pipiens/restuans/salinarius,4,120,120,24,11
New Jersey,34,Atlantic,001,2005,9,NJLT,Culex restuans,4,120,120,26,13
New Jersey,34,Atlantic,001,2005,9,NJLT,Culex salinarius,4,120,120,110,25
New Jersey,34,Atlantic,001,2005,10,NJLT,Culex pipiens,4,124,124,6,4
New Jersey,34,Atlantic,001,2005,10,NJLT,Culex pipiens/restuans/salinarius,4,124,124,3,2
New Jersey,34,Atlantic,001,2005,10,NJLT,Culex restuans,4,124,124,4,3
New Jersey,34,Atlantic,001,2005,10,NJLT,Culex salinarius,4,124,124,3,3
New Jersey,34,Atlantic,001,2006,5,NJLT,Culex pipiens,4,77,77,2,2
New Jersey,34,Atlantic,001,2006,5,NJLT,Culex pipiens/restuans/salinarius,4,77,77,9,4
New Jersey,34,Atlantic,001,2006,5,NJLT,Culex restuans,4,77,77,79,22
New Jersey,34,Atlantic,001,2006,5,NJLT,Culex salinarius,4,77,77,18,11
New Jersey,34,Atlantic,001,2006,5,NJLT,Culex tarsalis,4,77,77,486,15
New Jersey,34,Atlantic,001,2006,6,NJLT,Culex pipiens,4,120,120,20,12
New Jersey,34,Atlantic,001,2006,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,10,5
New Jersey,34,Atlantic,001,2006,6,NJLT,Culex restuans,4,120,120,66,25
New Jersey,34,Atlantic,001,2006,6,NJLT,Culex salinarius,4,120,120,318,32
New Jersey,34,Atlantic,001,2006,6,NJLT,Culex tarsalis,4,120,120,1534,26
New Jersey,34,Atlantic,001,2006,7,NJLT,Culex pipiens,4,124,124,17,9
New Jersey,34,Atlantic,001,2006,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,77,19
New Jersey,34,Atlantic,001,2006,7,NJLT,Culex restuans,4,124,124,15,14
New Jersey,34,Atlantic,001,2006,7,NJLT,Culex salinarius,4,124,124,355,42
New Jersey,34,Atlantic,001,2006,7,NJLT,Culex tarsalis,4,124,124,2701,27
New Jersey,34,Atlantic,001,2006,8,NJLT,Culex pipiens,4,124,124,19,13
New Jersey,34,Atlantic,001,2006,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,40,20
New Jersey,34,Atlantic,001,2006,8,NJLT,Culex restuans,4,124,124,55,22
New Jersey,34,Atlantic,001,2006,8,NJLT,Culex salinarius,4,124,124,124,33
New Jersey,34,Atlantic,001,2006,8,NJLT,Culex tarsalis,4,124,124,2612,26
New Jersey,34,Atlantic,001,2006,9,NJLT,Culex pipiens,4,120,120,26,15
New Jersey,34,Atlantic,001,2006,9,NJLT,Culex pipiens/restuans/salinarius,4,120,120,24,10
New Jersey,34,Atlantic,001,2006,9,NJLT,Culex restuans,4,120,120,108,23
New Jersey,34,Atlantic,001,2006,9,NJLT,Culex salinarius,4,120,120,135,26
New Jersey,34,Atlantic,001,2006,9,NJLT,Culex tarsalis,4,120,120,2050,24
New Jersey,34,Atlantic,001,2006,10,NJLT,Culex pipiens,4,124,124,11,8
New Jersey,34,Atlantic,001,2006,10,NJLT,Culex pipiens/restuans/salinarius,4,124,124,81,9
New Jersey,34,Atlantic,001,2006,10,NJLT,Culex restuans,4,124,124,128,14
New Jersey,34,Atlantic,001,2006,10,NJLT,Culex salinarius,4,124,124,103,12
New Jersey,34,Atlantic,001,2006,10,NJLT,Culex tarsalis,4,124,124,905,10
New Jersey,34,Atlantic,001,2007,5,NJLT,Culex pipiens,4,77,77,22,9
New Jersey,34,Atlantic,001,2007,5,NJLT,Culex pipiens/restuans/salinarius,4,77,77,4,3
New Jersey,34,Atlantic,001,2007,5,NJLT,Culex restuans,4,77,77,28,14
New Jersey,34,Atlantic,001,2007,5,NJLT,Culex salinarius,4,77,77,29,9
New Jersey,34,Atlantic,001,2007,6,NJLT,Culex pipiens,4,120,120,43,20
New Jersey,34,Atlantic,001,2007,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,12,5
New Jersey,34,Atlantic,001,2007,6,NJLT,Culex restuans,4,120,120,41,24
New Jersey,34,Atlantic,001,2007,6,NJLT,Culex salinarius,4,120,120,276,32
New Jersey,34,Atlantic,001,2007,7,NJLT,Culex pipiens,4,124,124,23,10
New Jersey,34,Atlantic,001,2007,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,77,18
New Jersey,34,Atlantic,001,2007,7,NJLT,Culex restuans,4,124,124,11,7
New Jersey,34,Atlantic,001,2007,7,NJLT,Culex salinarius,4,124,124,526,26
New Jersey,34,Atlantic,001,2007,8,NJLT,Culex pipiens,4,124,124,25,16
New Jersey,34,Atlantic,001,2007,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,34,12
New Jersey,34,Atlantic,001,2007,8,NJLT,Culex restuans,4,124,124,17,9
New Jersey,34,Atlantic,001,2007,8,NJLT,Culex salinarius,4,124,124,351,29
New Jersey,34,Atlantic,001,2007,9,NJLT,Culex pipiens,4,120,120,13,7
New Jersey,34,Atlantic,001,2007,9,NJLT,Culex restuans,4,120,120,17,8
New Jersey,34,Atlantic,001,2007,9,NJLT,Culex salinarius,4,120,120,80,22
New Jersey,34,Atlantic,001,2007,10,NJLT,No Detection,4,124,124,0,0
New Jersey,34,Atlantic,001,2008,5,NJLT,Culex pipiens,4,77,77,105,15
New Jersey,34,Atlantic,001,2008,5,NJLT,Culex pipiens/restuans/salinarius,4,77,77,3,2
New Jersey,34,Atlantic,001,2008,5,NJLT,Culex restuans,4,77,77,117,24
New Jersey,34,Atlantic,001,2008,5,NJLT,Culex salinarius,4,77,77,46,11
New Jersey,34,Atlantic,001,2008,6,NJLT,Culex pipiens,4,120,120,82,32
New Jersey,34,Atlantic,001,2008,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,4,1
New Jersey,34,Atlantic,001,2008,6,NJLT,Culex restuans,4,120,120,76,25
New Jersey,34,Atlantic,001,2008,6,NJLT,Culex salinarius,4,120,120,223,38
New Jersey,34,Atlantic,001,2008,7,NJLT,Culex pipiens,4,124,124,30,16
New Jersey,34,Atlantic,001,2008,7,NJLT,Culex restuans,4,124,124,16,11
New Jersey,34,Atlantic,001,2008,7,NJLT,Culex salinarius,4,124,124,93,27
New Jersey,34,Atlantic,001,2008,8,NJLT,Culex pipiens,4,124,124,60,25
New Jersey,34,Atlantic,001,2008,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,1,1
New Jersey,34,Atlantic,001,2008,8,NJLT,Culex restuans,4,124,124,84,21
New Jersey,34,Atlantic,001,2008,8,NJLT,Culex salinarius,4,124,124,77,22
New Jersey,34,Atlantic,001,2008,9,NJLT,Culex pipiens,4,120,120,71,19
New Jersey,34,Atlantic,001,2008,9,NJLT,Culex restuans,4,120,120,163,17
New Jersey,34,Atlantic,001,2008,9,NJLT,Culex salinarius,4,120,120,215,23
New Jersey,34,Atlantic,001,2008,10,NJLT,Culex pipiens,4,124,124,28,10
New Jersey,34,Atlantic,001,2008,10,NJLT,Culex restuans,4,124,124,46,17
New Jersey,34,Atlantic,001,2008,10,NJLT,Culex salinarius,4,124,124,185,13
New Jersey,34,Atlantic,001,2009,5,NJLT,Culex pipiens,4,77,77,27,7
New Jersey,34,Atlantic,001,2009,5,NJLT,Culex restuans,4,77,77,60,14
New Jersey,34,Atlantic,001,2009,5,NJLT,Culex salinarius,4,77,77,9,2
New Jersey,34,Atlantic,001,2009,6,NJLT,Culex pipiens,4,120,120,95,29
New Jersey,34,Atlantic,001,2009,6,NJLT,Culex restuans,4,120,120,72,23
New Jersey,34,Atlantic,001,2009,6,NJLT,Culex salinarius,4,120,120,454,36
New Jersey,34,Atlantic,001,2009,7,NJLT,Culex pipiens,4,124,124,92,28
New Jersey,34,Atlantic,001,2009,7,NJLT,Culex restuans,4,124,124,46,17
New Jersey,34,Atlantic,001,2009,7,NJLT,Culex salinarius,4,124,124,1030,45
New Jersey,34,Atlantic,001,2009,8,NJLT,Culex pipiens,4,124,124,53,19
New Jersey,34,Atlantic,001,2009,8,NJLT,Culex restuans,4,124,124,8,6
New Jersey,34,Atlantic,001,2009,8,NJLT,Culex salinarius,4,124,124,562,36
New Jersey,34,Atlantic,001,2009,9,NJLT,Culex pipiens,4,120,120,42,15
New Jersey,34,Atlantic,001,2009,9,NJLT,Culex restuans,4,120,120,25,12
New Jersey,34,Atlantic,001,2009,9,NJLT,Culex salinarius,4,120,120,113,20
New Jersey,34,Atlantic,001,2009,10,NJLT,Culex pipiens,4,124,124,11,6
New Jersey,34,Atlantic,001,2009,10,NJLT,Culex restuans,4,124,124,33,12
New Jersey,34,Atlantic,001,2009,10,NJLT,Culex salinarius,4,124,124,113,11
New Jersey,34,Atlantic,001,2010,5,NJLT,Culex pipiens,4,77,77,6,3
New Jersey,34,Atlantic,001,2010,5,NJLT,Culex restuans,4,77,77,17,8
New Jersey,34,Atlantic,001,2010,5,NJLT,Culex salinarius,4,77,77,14,8
New Jersey,34,Atlantic,001,2010,6,NJLT,Culex pipiens,4,120,120,21,12
New Jersey,34,Atlantic,001,2010,6,NJLT,Culex restuans,4,120,120,64,17
New Jersey,34,Atlantic,001,2010,6,NJLT,Culex salinarius,4,120,120,99,23
New Jersey,34,Atlantic,001,2010,7,NJLT,Culex pipiens,4,124,124,16,13
New Jersey,34,Atlantic,001,2010,7,NJLT,Culex restuans,4,124,124,5,5
New Jersey,34,Atlantic,001,2010,7,NJLT,Culex salinarius,4,124,124,58,18
New Jersey,34,Atlantic,001,2010,8,NJLT,Culex pipiens,4,124,124,27,15
New Jersey,34,Atlantic,001,2010,8,NJLT,Culex restuans,4,124,124,18,5
New Jersey,34,Atlantic,001,2010,8,NJLT,Culex salinarius,4,124,124,31,15
New Jersey,34,Atlantic,001,2010,9,NJLT,Culex pipiens,4,120,120,41,19
New Jersey,34,Atlantic,001,2010,9,NJLT,Culex restuans,4,120,120,106,21
New Jersey,34,Atlantic,001,2010,9,NJLT,Culex salinarius,4,120,120,28,11
New Jersey,34,Atlantic,001,2010,10,NJLT,Culex pipiens,4,124,124,16,6
New Jersey,34,Atlantic,001,2010,10,NJLT,Culex restuans,4,124,124,28,6
New Jersey,34,Atlantic,001,2010,10,NJLT,Culex salinarius,4,124,124,25,5
New Jersey,34,Atlantic,001,2011,5,NJLT,Culex pipiens,4,77,77,21,4
New Jersey,34,Atlantic,001,2011,5,NJLT,Culex pipiens/restuans/salinarius,4,77,77,7,2
New Jersey,34,Atlantic,001,2011,5,NJLT,Culex restuans,4,77,77,10,7
New Jersey,34,Atlantic,001,2011,5,NJLT,Culex salinarius,4,77,77,26,6
New Jersey,34,Atlantic,001,2011,6,NJLT,Culex pipiens,4,120,120,47,20
New Jersey,34,Atlantic,001,2011,6,NJLT,Culex restuans,4,120,120,21,8
New Jersey,34,Atlantic,001,2011,6,NJLT,Culex salinarius,4,120,120,90,21
New Jersey,34,Atlantic,001,2011,7,NJLT,Culex pipiens,4,124,124,55,20
New Jersey,34,Atlantic,001,2011,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,24,5
New Jersey,34,Atlantic,001,2011,7,NJLT,Culex restuans,4,124,124,16,4
New Jersey,34,Atlantic,001,2011,7,NJLT,Culex salinarius,4,124,124,399,27
New Jersey,34,Atlantic,001,2011,8,NJLT,Culex pipiens,4,124,124,46,22
New Jersey,34,Atlantic,001,2011,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,3,2
New Jersey,34,Atlantic,001,2011,8,NJLT,Culex restuans,4,124,124,18,11
New Jersey,34,Atlantic,001,2011,8,NJLT,Culex salinarius,4,124,124,480,40
New Jersey,34,Atlantic,001,2011,9,NJLT,Culex pipiens,4,120,120,22,9
New Jersey,34,Atlantic,001,2011,9,NJLT,Culex pipiens/restuans/salinarius,4,120,120,60,10
New Jersey,34,Atlantic,001,2011,9,NJLT,Culex restuans,4,120,120,95,15
New Jersey,34,Atlantic,001,2011,9,NJLT,Culex salinarius,4,120,120,580,27
New Jersey,34,Atlantic,001,2011,10,NJLT,Culex pipiens,4,124,124,17,6
New Jersey,34,Atlantic,001,2011,10,NJLT,Culex pipiens/restuans/salinarius,4,124,124,371,19
New Jersey,34,Atlantic,001,2011,10,NJLT,Culex restuans,4,124,124,93,18
New Jersey,34,Atlantic,001,2011,10,NJLT,Culex salinarius,4,124,124,20,4
New Jersey,34,Atlantic,001,2012,5,NJLT,Culex pipiens,4,77,77,3,3
New Jersey,34,Atlantic,001,2012,5,NJLT,Culex pipiens/restuans/salinarius,4,77,77,63,12
New Jersey,34,Atlantic,001,2012,5,NJLT,Culex restuans,4,77,77,13,7
New Jersey,34,Atlantic,001,2012,5,NJLT,Culex salinarius,4,77,77,4,1
New Jersey,34,Atlantic,001,2012,6,NJLT,Culex pipiens,4,120,120,8,5
New Jersey,34,Atlantic,001,2012,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,224,29
New Jersey,34,Atlantic,001,2012,6,NJLT,Culex restuans,4,120,120,9,6
New Jersey,34,Atlantic,001,2012,6,NJLT,Culex salinarius,4,120,120,109,13
New Jersey,34,Atlantic,001,2012,7,NJLT,Culex pipiens,4,124,124,8,6
New Jersey,34,Atlantic,001,2012,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,17,9
New Jersey,34,Atlantic,001,2012,7,NJLT,Culex salinarius,4,124,124,88,16
New Jersey,34,Atlantic,001,2012,8,NJLT,Culex pipiens,4,124,124,2,2
New Jersey,34,Atlantic,001,2012,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,169,13
New Jersey,34,Atlantic,001,2012,8,NJLT,Culex salinarius,4,124,124,428,10
New Jersey,34,Atlantic,001,2012,9,NJLT,Culex pipiens/restuans/salinarius,4,120,120,1115,15
New Jersey,34,Atlantic,001,2012,9,NJLT,Culex restuans,4,120,120,1,1
New Jersey,34,Atlantic,001,2012,9,NJLT,Culex salinarius,4,120,120,513,6
New Jersey,34,Atlantic,001,2012,10,NJLT,Culex pipiens,4,124,124,1,1
New Jersey,34,Atlantic,001,2012,10,NJLT,Culex pipiens/restuans/salinarius,4,124,124,74,7
New Jersey,34,Atlantic,001,2012,10,NJLT,Culex restuans,4,124,124,1,1
New Jersey,34,Atlantic,001,2012,10,NJLT,Culex salinarius,4,124,124,330,7
New Jersey,34,Atlantic,001,2013,5,NJLT,Culex pipiens,4,77,77,14,5
New Jersey,34,Atlantic,001,2013,5,NJLT,Culex pipiens/restuans/salinarius,4,77,77,43,10
New Jersey,34,Atlantic,001,2013,5,NJLT,Culex restuans,4,77,77,63,14
New Jersey,34,Atlantic,001,2013,5,NJLT,Culex salinarius,4,77,77,3,1
New Jersey,34,Atlantic,001,2013,5,NJLT,Culex tarsalis,4,77,77,456,33
New Jersey,34,Atlantic,001,2013,6,NJLT,Culex pipiens,4,120,120,41,16
New Jersey,34,Atlantic,001,2013,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,182,11
New Jersey,34,Atlantic,001,2013,6,NJLT,Culex restuans,4,120,120,55,14
New Jersey,34,Atlantic,001,2013,6,NJLT,Culex salinarius,4,120,120,241,18
New Jersey,34,Atlantic,001,2013,6,NJLT,Culex tarsalis,4,120,120,2876,47
New Jersey,34,Atlantic,001,2013,7,NJLT,Culex pipiens,4,124,124,81,22
New Jersey,34,Atlantic,001,2013,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,104,5
New Jersey,34,Atlantic,001,2013,7,NJLT,Culex restuans,4,124,124,116,15
New Jersey,34,Atlantic,001,2013,7,NJLT,Culex salinarius,4,124,124,839,41
New Jersey,34,Atlantic,001,2013,7,NJLT,Culex tarsalis,4,124,124,3233,56
New Jersey,34,Atlantic,001,2013,8,NJLT,Culex pipiens,4,124,124,105,27
New Jersey,34,Atlantic,001,2013,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,65,3
New Jersey,34,Atlantic,001,2013,8,NJLT,Culex restuans,4,124,124,128,23
New Jersey,34,Atlantic,001,2013,8,NJLT,Culex salinarius,4,124,124,556,46
New Jersey,34,Atlantic,001,2013,8,NJLT,Culex tarsalis,4,124,124,3608,51
New Jersey,34,Atlantic,001,2013,9,NJLT,Culex pipiens,4,120,120,72,21
New Jersey,34,Atlantic,001,2013,9,NJLT,Culex pipiens/restuans/salinarius,4,120,120,37,3
New Jersey,34,Atlantic,001,2013,9,NJLT,Culex restuans,4,120,120,401,25
New Jersey,34,Atlantic,001,2013,9,NJLT,Culex salinarius,4,120,120,211,30
New Jersey,34,Atlantic,001,2013,9,NJLT,Culex tarsalis,4,120,120,2530,49
New Jersey,34,Atlantic,001,2013,10,NJLT,Culex pipiens,4,124,124,14,11
New Jersey,34,Atlantic,001,2013,10,NJLT,Culex pipiens/restuans/salinarius,4,124,124,1,1
New Jersey,34,Atlantic,001,2013,10,NJLT,Culex restuans,4,124,124,94,20
New Jersey,34,Atlantic,001,2013,10,NJLT,Culex salinarius,4,124,124,79,19
New Jersey,34,Atlantic,001,2013,10,NJLT,Culex tarsalis,4,124,124,782,46
New Jersey,34,Atlantic,001,2014,5,NJLT,Culex pipiens,4,77,77,8,4
New Jersey,34,Atlantic,001,2014,5,NJLT,Culex pipiens/restuans/salinarius,4,77,77,47,9
New Jersey,34,Atlantic,001,2014,5,NJLT,Culex restuans,4,77,77,104,14
New Jersey,34,Atlantic,001,2014,5,NJLT,Culex salinarius,4,77,77,3,3
New Jersey,34,Atlantic,001,2014,6,NJLT,Culex pipiens,4,120,120,10,6
New Jersey,34,Atlantic,001,2014,6,NJLT,Culex pipiens/restuans/salinarius,4,120,120,56,15
New Jersey,34,Atlantic,001,2014,6,NJLT,Culex restuans,4,120,120,68,11
New Jersey,34,Atlantic,001,2014,6,NJLT,Culex salinarius,4,120,120,26,12
New Jersey,34,Atlantic,001,2014,7,NJLT,Culex pipiens,4,124,124,11,5
New Jersey,34,Atlantic,001,2014,7,NJLT,Culex pipiens/restuans/salinarius,4,124,124,39,11
New Jersey,34,Atlantic,001,2014,7,NJLT,Culex restuans,4,124,124,7,6
New Jersey,34,Atlantic,001,2014,7,NJLT,Culex salinarius,4,124,124,77,20
New Jersey,34,Atlantic,001,2014,8,NJLT,Culex pipiens,4,124,124,32,15
New Jersey,34,Atlantic,001,2014,8,NJLT,Culex pipiens/restuans/salinarius,4,124,124,336,17
New Jersey,34,Atlantic,001,2014,8,NJLT,Culex restuans,4,124,124,8,3
New Jersey,34,Atlantic,001,2014,8,NJLT,Culex salinarius,4,124,124,196,21
New Jersey,34,Atlantic,001,2014,9,NJLT,Culex pipiens,4,120,120,31,16
